"","COD_ID","Q4_PS","Q5_PS","Q6_PS","Q7_PS","Q8_PS","Q9_PS","Q10_PS","Q11_PS","Q12_PS","Q7_Q10_PS","Q8_Q11_PS","Q9_Q12_PS","Q13_DC","Q14_DC","Q15_DC","Q16_DC","Q17_DC","Q18_EI","Q19_EI","Q20_EI","Q21_EI","Q22_EI","Q23_EI","Q24_EI","Q25_EI","Q26_WE","Q27_WE","Q28_WE","Q29_WE","Q30_WE","Q31_WE","Q32_WE","Q33_WE","Q34_GP","Q35_AP","Q36_GP","Q37_GP","Q38_AGE_GP","Q38_RACE_GP","Q38_sOCIO_GP","Q38_GEO_GP","Q38_FAM_GP","Q38_TEAC_GP","Q38_ADM_GP","Q38_JOB_GP","Q38_FUND_GP","Q38_RESOURCE_GP","Q38_GENDER_GP","Q39_GP","Q40_P","Q41_P","Q42_P","Q43_P","Q44_P","Q45_S","Q46_S","GENDER_CAT","ACD_OCC","C_STAGE_CAT"
"202","R302","Homem cisgênero","White","50-59","Brasil","São Paulo","Barueri","Brasil","São Paulo","São Paulo",TRUE,TRUE,FALSE,"No","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado em área correlata, com dissertação voltada a área de ecologia (concluído ou em andamento), Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) associada","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre proporção de homens e mulheres","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Impedimento","Impedimento","Impedimento","Impedimento","Grande impedimento","Impedimento","Grande impedimento","Grande impedimento","Impedimento","1-3.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo","Sucessfull","Yes","Men","Professor","Senior"
"203","R303","Mulher cisgênera","White","50-59","Brasil","Goías","Itumbiara","Brasil","Pará","Belém",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga","Ciências Biológicas","Nenhuma das anteriores, mas faço pesquisa na área de ecologia","Professor(a) titular","Mais que 20 anos",">10 minimum salary","Public research institution","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","No","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Men","The person made a small contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Não impactou","Não impactou","Não impactou","Não impactou","Impedimento","Não impactou","Grande impedimento","Não impactou","Grande impedimento","Grande impedimento","Neutro","4-7.9","Yes","2","No","Yes","Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","No","Women","Professor","Senior"
"204","R304","Homem cisgênero","White","30-39","Brasil","São Paulo","São Carlos","Brasil","Bahia","Salvador",TRUE,FALSE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Maior segurança no trabalho, Única oferta de emprego que tive, Começou o contrato como professor(a) temporária/professora efetiva","Não se aplica","Sozinho(a)","São feitas por mim","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","3 a 6 anos",">5 minimum salary","Public university","No","NA","Primordially female","Women","Não há distinção entre contratação e promoção de homens e mulheres","Mulheres são facilmente selecionadas para cargos de coordenação, Homens são facilmente selecionados para cargos de coordenação, Não há distinção entre proporção de homens e mulheres, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Acelerador","Grande Acelerador","Grande Acelerador","Impedimento","Impedimento","Grande impedimento","Impedimento","Neutro","Impedimento","Neutro","4-7.9","No","NA","Yes","Yes","Não se aplica","Very unsucessfull","Yes","Men","Professor","Junior"
"205","R305","Mulher cisgênera","Mixed","50-59","Brasil","São Paulo","Araraquara","Brasil","Bahia","Ilhéus",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas por outros residentes","Ciências Biológicas","TCC na área de ecologia, Mestrado em área correlata, com dissertação voltada a área de ecologia (concluído ou em andamento), Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","6 a 9 anos",">10 minimum salary","Public university","Yes","Sou bolsista de inovação tecnológica na instituição","Primordially female","Both","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre proporção de homens e mulheres, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Neutro","Acelerador","Neutro","Neutro","Impedimento","Impedimento","Não impactou","Impedimento","Grande impedimento","Neutro","1-3.9","Yes","1","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Professor","Senior"
"206","R306","Homem cisgênero","White","50-59","Brasil","Minas Gerais","Belo Horizonte","Brasil","Minas Gerais","Lavras",TRUE,TRUE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o","São feitas por uma ajuda paga","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","3 a 6 anos",">10 minimum salary","Public university","No","NA","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Acelerador","Neutro","Acelerador","Acelerador","Neutro","Neutro","Impedimento","Não impactou","Não impactou","Não impactou","Não impactou",">10","Yes","3","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Men","Professor","Senior"
"207","R307","Mulher cisgênera","White","40-49","Brasil","São Paulo","São Paulo","Brasil","Minas Gerais","Lavras",TRUE,FALSE,FALSE,"Yes","Única oferta de emprego que tive","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto, Filhos se mudaram, mas sofreram efeitos adversos significativos","Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas por uma ajuda paga","Engenharia Florestal","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","3 a 6 anos",">5 minimum salary","Public university","No","NA","Indifferent","Men","Não se aplica","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já sentiu que o seu gênero foi decisivo ao não conseguir algum trabalho de liderança., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Neutro","Impedimento","Neutro","Impedimento","Neutro","Grande impedimento","Impedimento","Neutro","1-3.9","Yes","1","Yes","Yes","Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar., Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Unsucessfull","Didnt answer","Women","Professor","Senior"
"208","R309","Mulher cisgênera","White","40-49","Brasil","São Paulo","Santo André","Brasil","São Paulo","Santo André",TRUE,TRUE,TRUE,"No","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas por uma ajuda paga","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","6 a 9 anos",">5 minimum salary","Public university","No","NA","Primordially female","Women","Homens são facilmente contratados e/ou promovidos","Há mais mulheres que homens no meu departamento","No","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","Yes","A situação não foi exposta., O assediador era meu chefe/orientador.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Acelerador","Grande Acelerador","Grande Acelerador","Grande Acelerador","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Grande impedimento","Impedimento","1-3.9","Yes","1","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","No","Women","Professor","Senior"
"209","R310","Homem cisgênero","White","50-59","Brasil","São Paulo","São Paulo","Brasil","Bahia","Salvador",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) associada","6 a 9 anos",">5 minimum salary","Public university","No","NA","Indifferent","Both","Homens não são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Não passei por nenhuma das situações descritas nas opções anteriores.","No","não se aplica a mim, respondi não.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Acelerador","Neutro","Acelerador","Neutro","Impedimento","Neutro","Grande impedimento","Impedimento","Grande impedimento","Grande impedimento","Neutro","4-7.9","Yes","3","Yes","Yes","Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Didnt answer","Men","Professor","Senior"
"210","R311","Homem cisgênero","White","30-39","Brasil","Rio Grande Do Sul","Bagé","Brasil","Distrito Federal","Brasília",TRUE,FALSE,FALSE,"Yes","Aumento significativo no meu cargo e/ou salário, Começou o contrato como professor(a) temporária/professora efetiva","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","Menos de 1 ano",">10 minimum salary","Public university","Yes","Consultoria","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre proporção de homens e mulheres, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia","Neutro","Não impactou","Acelerador","Acelerador","Neutro","Impedimento","Não impactou","Não impactou","Impedimento","Impedimento","Não impactou","8-9.9","No","NA","Yes","Yes","Não se aplica","Sucessfull","Yes","Men","Professor","Junior"
"211","R312","Mulher cisgênera","Black","50-59","Brasil","Rio Grande Do Norte","Natal","Brasil","Paraíba","Joao Pessoa",TRUE,FALSE,FALSE,"No","Começou o contrato como professor(a) temporária/professora efetiva","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Sozinho(a)","São feitas por mim","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) associada","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Primordially female","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre proporção de homens e mulheres","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Alternativa para proporcionar experiência educacional","Não impactou","Não impactou","Não impactou","Não impactou","Grande impedimento","Grande impedimento","Grande impedimento","Neutro","Acelerador","Acelerador","Não impactou","1-3.9","Yes","2","No","No","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Women","Professor","Senior"
"212","R313","Mulher cisgênera","Mixed","40-49","Brasil","Minas Gerais","Frutal","Brasil","Santa Catarina","Florianópolis",TRUE,FALSE,FALSE,"Yes","Escolha de programa de pós-graduação, Melhor qualidade de vida, Única oferta de emprego que tive","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) pós-doutorado","3 a 6 anos","3-5 minimum salary","Public university","No","NA","Indifferent","Women","Mulheres não são facilmente contratadas e/ou promovidas","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Não impactou","Neutro","Não impactou","Neutro","Neutro","Não impactou","Não impactou","Neutro","Não impactou","Não impactou","4-7.9","Yes","1","Yes","No","Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Researcher","Senior"
"213","R314","Homem cisgênero","White","> 60","Brasil","Rio Grande Do Sul","Porto Alegre","Brasil","Santa Catarina","Florianópolis",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas pelo cônjuge/outra pessoa significativa, São feitas por uma ajuda paga","Ciências Biológicas","Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","Mais que 10 anos",">10 minimum salary","Public university","Yes","Consultoria científica","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento","Yes","Não se aplica","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","Não impactou","4-7.9","Yes","1","No","No","Trouxe ou contratei alguém para cuidar da(s) criança(s) no campo, Contratei alguém para cuidar da(s) criança(s) em casa ou em outro lugar que não seja o campo, Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Men","Professor","Senior"
"214","R315","Mulher cisgênera","Black","> 60","Brasil","Rio De Janeiro","Rio de janeiro","Brasil","Pará","Belém",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa não se mudou, mas o relacionamento permaneceu intacto, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Sozinho(a)","São feitas por uma ajuda paga","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Pesquisador(a) pós-doutorado","Mais que 20 anos",">10 minimum salary","Public research institution","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Não impactou","Não impactou","Não impactou","Grande impedimento","Grande impedimento","Impedimento","Grande impedimento","Neutro","Grande impedimento","Grande impedimento","Não impactou","1-3.9","Yes","2","Yes","No","Trouxe ou contratei alguém para cuidar da(s) criança(s) no campo, Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar., Companheiro(a) ou cônjuge cuida da(s) criança(s) no campo","Sucessfull","Yes","Women","Researcher","Senior"
"215","R316","Mulher cisgênera","White","40-49","Brasil","Paraná","Foz do Iguaçu","Brasil","Rio Grande Do Sul","São Lourenço do Sul",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","TCC na área de ecologia, Mestrado na área de ecologia (concluído ou em andamento), Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) adjunta","6 a 9 anos",">5 minimum salary","Public university","No","NA","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já perdeu alguma promoção/benefício (bolsa produtividade) para algum homem, mesmo que tenha se empenhado igualmente., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","Prefiro não responder","Men","Didnt answer","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Acelerador","Acelerador","Grande Acelerador","Impedimento","Grande impedimento","Neutro","Grande impedimento","Impedimento","Neutro","1-3.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Women","Professor","Senior"
"216","R317","Mulher cisgênera","White","40-49","Brasil","Paraná","Cascavel","Brasil","Minas Gerais","Rio Paranaíba",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por uma ajuda paga, São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Nenhuma das anteriores, mas faço pesquisa na área de ecologia","Professor(a) associada","Mais que 10 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais mulheres que homens no meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que o seu gênero foi decisivo ao não ser chamada para algum trabalho de campo., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.)., Você já sofreu alguma discriminação por estar grávida ou por ser mulher e poder engravidar.","No","NA","Women","The person didnt affect  my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Companhia, Alternativa para proporcionar experiência educacional","Acelerador","Acelerador","Grande Acelerador","Acelerador","Impedimento","Impedimento","Impedimento","Grande impedimento","Grande impedimento","Impedimento","Impedimento","4-7.9","Yes","2","Yes","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Women","Professor","Senior"
"217","R318","Homem cisgênero","White","30-39","Brasil","Rio Grande Do Sul","Boa Vista do Buricá","Brasil","Santa Catarina","Florianópolis",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa mudou-se comigo, com efeitos negativos mínimos sobre relação, Companheiro(a)/outra pessoa significativa não se mudou comigo e o relacionamento sofreu efeitos adversos","Com minha/meu companheira/o","São feitas de modo colaborativo - todas(os)(es) residentes são igualmente responsáveis","Ciências Biológicas","Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) adjunta","3 a 6 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Homens são facilmente contratados e/ou promovidos","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a small contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Preocupações com a segurança pessoal, Companhia, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Acelerador","Neutro","Neutro","Impedimento","Neutro","Impedimento","Impedimento","Neutro","1-3.9","No","NA","No","Yes","Não se aplica","Sucessfull","Yes","Men","Professor","Junior"
"218","R319","Homem cisgênero","White","50-59","Brasil","Rio De Janeiro","Campos dos Goytacazes","Brasil","Rio De Janeiro","Campos dos Goytacazes",TRUE,TRUE,TRUE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com problemas significativos na carreira do cônjuge/outra pessoa significativa, Filhos mudaram, com nenhum ou mínimos efeitos negativos","Com minha/meu companheira/o","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas por uma ajuda paga","Ciências Biológicas","Nenhuma das anteriores, mas faço pesquisa na área de ecologia","Professor(a) associada","Mais que 20 anos",">10 minimum salary","Public university","No","NA","Indifferent","Both","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Não há distinção entre homens e mulheres para cargos de coordenação","Yes","Não se aplica","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Impedimento","Acelerador","Grande impedimento","Neutro","Impedimento","Impedimento","Neutro","Impedimento","Grande impedimento","Neutro","1-3.9","Yes","1","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Men","Professor","Senior"
"219","R320","Mulher cisgênera","White","40-49","Brasil","São Paulo","Piracicaba","Brasil","Bahia","Ilhéus",TRUE,FALSE,FALSE,"Yes","Não se aplica","Não se aplica","Com minha/meu companheira/o, Com minha(s)/meu(s) filha(s)/filho(s)","São feitas por mim, São feitas pelo cônjuge/outra pessoa significativa, São feitas por uma ajuda paga","Ciências Biológicas","Doutorado na área de ecologia (concluído ou em andamento)","Professor(a) titular","6 a 9 anos",">5 minimum salary","Public university","No","NA","Indifferent","Both","Homens não são facilmente contratados e/ou promovidos, Mulheres não são facilmente contratadas e/ou promovidas","Não há distinção entre proporção de homens e mulheres","No","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Women","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Neutro","Acelerador","Acelerador","Acelerador","Impedimento","Impedimento","Impedimento","Neutro","Impedimento","Impedimento","Impedimento","4-7.9","Yes","1","Yes","No","Trouxe ou contratei alguém para cuidar da(s) criança(s) no campo, Enviei a(s) criança(s) para um(a) amigo(a) ou alguém da minha família cuidar., Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Sucessfull","Yes","Women","Professor","Senior"
"220","R321","Mulher cisgênera","White","40-49","Brasil","Rio Grande Do Sul","Ijuí","Brasil","Rio Grande Do Sul","Erechim",TRUE,TRUE,FALSE,"Yes","Não se aplica","Não se aplica","Sozinho(a)","São feitas por mim","Ciências Biológicas","Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","Mais que 10 anos",">5 minimum salary","Private university","No","NA","Primordially male","Both","Mulheres não são facilmente contratadas e/ou promovidas","Não se aplica","Yes","Algum homem já levou o crédito pelo trabalho feito por você., Você já foi vista como agressiva ou desagradável por exercer sua autoridade ou mostrar sua opinião., Você já sentiu que seu gênero foi decisivo para ter uma opinião aceita., Você já passou por situações constrangedoras que envolveram piadas relacionadas ao seu gênero (ex: piadas sobre estar de TPM.).","Yes","A situação não foi exposta.","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência","Impedimento","Não impactou","Não impactou","Impedimento","Impedimento","Grande impedimento","Impedimento","Impedimento","Impedimento","Impedimento","Impedimento","4-7.9","No","NA","Yes","Yes","Não se aplica","Unsucessfull","Yes","Women","Professor","Senior"
"221","R322","Homem cisgênero","Mixed","50-59","Brasil","Rio De Janeiro","Rio de Janeiro","Brasil","Minas Gerais","Belo Horizonte",TRUE,FALSE,FALSE,"Yes","Não se aplica","Companheiro(a)/outra pessoa significativa se mudou comigo, mas com efeitos negativos significativos no relacionamento","Com minha/meu companheira/o","São feitas por uma ajuda paga","Ciências Biológicas","Doutorado em área correlata, com tese voltada a área de ecologia (concluído ou em andamento)","Professor(a) titular","Mais que 10 anos",">10 minimum salary","Public university","Yes","bolsa pesquisa projeto extensão com empresa privada","Indifferent","Women","Não há distinção entre contratação e promoção de homens e mulheres","Há mais homens que mulheres em meu departamento, Homens são facilmente selecionados para cargos de coordenação","Yes","Não passei por nenhuma das situações descritas nas opções anteriores.","No","NA","Men","The person made a significant contribution to my success","Não se aplica","Quantidade de trabalho, sendo necessária assistência, Alternativa para proporcionar experiência educacional","Neutro","Neutro","Neutro","Neutro","Impedimento","Impedimento","Grande impedimento","Neutro","Neutro","Impedimento","Neutro","8-9.9","Yes","2","No","Yes","Companheiro(a) ou cônjuge cuida da(s) criança(s) em casa","Very sucessfull","Yes","Men","Professor","Senior"
